編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
851,嘉義縣竹崎戶政事務所-人口統計-村里鄰人口數-阿里山鄉村里鄰人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,15,143,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
852,嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-竹崎鄉戶籍登記人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,13,211,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
853,嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-梅山鄉戶籍登記人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,12,232,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
854,嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-番路鄉戶籍登記人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,17,399,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
855,嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-大埔鄉戶籍登記人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,12,215,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
856,嘉義縣竹崎戶政事務所-人口統計-戶籍登記人口數-阿里山鄉戶籍登記人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,13,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
857,嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-竹崎鄉性別年齡層人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,11,187,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
858,嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-梅山鄉性別年齡層人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,8,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
859,嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-番路鄉性別年齡層人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,9,150,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
860,嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-大埔鄉性別年齡層人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,10,152,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
861,嘉義縣竹崎戶政事務所-人口統計-性別年齡層人口數-阿里山鄉性別年齡層人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,10,312,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
862,嘉義縣竹崎戶政事務所-人口統計-原住民人口數-梅山鄉原住民人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,16,292,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
863,嘉義縣竹崎戶政事務所-人口統計-原住民人口數-番路鄉原住民人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,10,163,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
864,嘉義縣竹崎戶政事務所-人口統計-原住民人口數-大埔鄉原住民人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,9,154,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
865,嘉義縣竹崎戶政事務所-人口統計-原住民人口數-阿里山鄉原住民人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,11,157,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
866,嘉義縣竹崎戶政事務所-人口統計-性別、年齡及教育程度統計-竹崎鄉性別、年齡及教育程度統計,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,13,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
867,嘉義縣竹崎戶政事務所-人口統計-性別、年齡及教育程度統計-梅山鄉性別、年齡及教育程度統計,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,10,181,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
868,嘉義縣竹崎戶政事務所-人口統計-性別、年齡及教育程度統計-番路鄉性別、年齡及教育程度統計,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,9,199,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
869,嘉義縣竹崎戶政事務所-人口統計-性別、年齡及教育程度統計-大埔鄉性別、年齡及教育程度統計,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,10,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
870,嘉義縣竹崎戶政事務所-人口統計-性別、年齡及教育程度統計-阿里山鄉性別、年齡及教育程度統計,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,16,185,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
871,嘉義縣竹崎戶政事務所-人口統計-原住民人口數-竹崎鄉原住民人口數,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,13,266,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
872,嘉義縣竹崎戶政事務所-竹崎線上預約服務,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
873,嘉義縣竹崎戶政事務所-梅山線上預約系統,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
874,嘉義縣竹崎戶政事務所-番路線上預約系統,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
875,嘉義縣竹崎戶政事務所-大埔線上預約系統,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
876,嘉義縣竹崎戶政事務所-阿里山線上預約系統,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
877,嘉義縣竹崎戶政事務所-網站導覽,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
878,嘉義縣水上戶政事務所-民意交流-常見問答,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
879,嘉義縣水上戶政事務所-便民服務-申辦項目,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,15,187,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
880,嘉義縣水上戶政事務所-便民服務-檔案應用服務-閱覽申請書,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,13,145,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
881,嘉義縣水上戶政事務所-便民服務-檔案應用服務-閱覽抄錄複製作業流程,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
882,嘉義縣水上戶政事務所-便民服務-志工服務園地-志工園地,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,12,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
883,嘉義縣水上戶政事務所-便民服務-志工服務園地-志工服務相關法規,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,13,168,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
884,嘉義縣水上戶政事務所-便民服務-志工服務園地-活動花絮,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,13,176,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
885,嘉義縣水上戶政事務所-政府公開資訊-中央法規及地方自治法規,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,160,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
886,嘉義縣水上戶政事務所-政府公開資訊-解釋性規定及裁量基準,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,154,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
887,嘉義縣水上戶政事務所-政府公開資訊-組織職掌與聯絡,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
888,嘉義縣水上戶政事務所-政府公開資訊-施政計畫與業務統計,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,124,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
889,嘉義縣水上戶政事務所-政府公開資訊-行政指導文書,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,10,129,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
890,嘉義縣水上戶政事務所-政府公開資訊-決算書,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,12,140,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
891,嘉義縣水上戶政事務所-政府公開資訊-請願處理及訴願決定,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
892,嘉義縣水上戶政事務所-政府公開資訊-支付或接受補助,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
893,嘉義縣水上戶政事務所-政府公開資訊-合議製機關會議紀錄,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,129,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
894,嘉義縣水上戶政事務所-公佈欄-最新消息,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,127,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
895,嘉義縣水上戶政事務所-公佈欄-活動訊息,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,133,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
896,嘉義縣水上戶政事務所-網站連結-戶政事務所,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,11,125,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
897,嘉義縣水上戶政事務所-網站連結-鄉鎮市公所,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
898,嘉義縣水上戶政事務所-網站連結-所屬機關,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
899,嘉義縣水上戶政事務所-網站連結-嘉義縣學校相關,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,200,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
900,嘉義縣水上戶政事務所-網站導覽,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
901,嘉義縣水上戶政事務所-民意交流-案例分享,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,10,166,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
902,嘉義縣水上戶政事務所-人口統計-村里鄰人口數-水上鄉村里鄰人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,18,209,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
903,嘉義縣水上戶政事務所-人口統計-村里鄰人口數-太保市村里鄰人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,14,264,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
904,嘉義縣水上戶政事務所-人口統計-村里鄰人口數-鹿草鄉村里鄰人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,11,154,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
905,嘉義縣水上戶政事務所-人口統計-村里鄰人口數-中埔鄉村里鄰人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,12,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
906,嘉義縣水上戶政事務所-人口統計-戶籍登記人口數-水上鄉戶籍登記人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,220,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
907,嘉義縣水上戶政事務所-人口統計-戶籍登記人口數-太保市戶籍登記人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,15,534,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
908,嘉義縣水上戶政事務所-人口統計-戶籍登記人口數-鹿草鄉戶籍登記人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,13,230,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
909,嘉義縣水上戶政事務所-人口統計-戶籍登記人口數-中埔鄉戶籍登記人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,12,339,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
910,嘉義縣水上戶政事務所-人口統計-性別年齡層人口數-水上鄉性別年齡層人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,11,188,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
911,嘉義縣水上戶政事務所-人口統計-性別年齡層人口數-太保市性別年齡層人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,11,242,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
912,嘉義縣水上戶政事務所-人口統計-性別年齡層人口數-鹿草鄉性別年齡層人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,197,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
913,嘉義縣水上戶政事務所-人口統計-性別年齡層人口數-中埔鄉性別年齡層人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,12,174,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
914,嘉義縣水上戶政事務所-人口統計-原住民人口數-水上鄉原住民人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,15,251,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
915,嘉義縣水上戶政事務所-人口統計-原住民人口數-太保市原住民人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,14,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
916,嘉義縣水上戶政事務所-人口統計-原住民人口數-鹿草鄉原住民人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,15,172,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
917,嘉義縣水上戶政事務所-人口統計-原住民人口數-中埔鄉原住民人口數,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,13,205,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
918,嘉義縣水上戶政事務所-人口統計-性別、年齡及教育程度統計-水上鄉性別、年齡及教育程度統計,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,17,174,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
919,嘉義縣水上戶政事務所-人口統計-性別、年齡及教育程度統計-太保市性別、年齡及教育程度統計,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,10,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
920,嘉義縣水上戶政事務所-人口統計-性別、年齡及教育程度統計-鹿草鄉性別、年齡及教育程度統計,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,10,158,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
921,嘉義縣水上戶政事務所-人口統計-性別、年齡及教育程度統計-中埔鄉性別、年齡及教育程度統計,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,10,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
922,嘉義縣水上戶政事務所-水上線上預約系統,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
923,嘉義縣水上戶政事務所-太保線上預約系統,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
924,嘉義縣水上戶政事務所-鹿草線上預約服務,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
925,嘉義縣水上戶政事務所-中埔線上預約服務,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
926,嘉義縣朴子戶政事務所-東石線上預約服務,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
927,嘉義縣朴子戶政事務所-六腳線上預約服務,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
928,嘉義縣朴子戶政事務所-義竹線上預約服務,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
929,嘉義縣民雄戶政事務所-法令規章-活動花絮,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
930,嘉義縣民雄戶政事務所-國籍專區-活動花絮,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
931,嘉義縣民雄戶政事務所-法令規章-活動花絮,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
932,嘉義縣民雄戶政事務所-國籍專區-活動花絮,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
933,嘉義縣朴子戶政事務所-公佈欄-活動花絮,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,18,124,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
934,嘉義縣竹崎戶政事務所-訊息公告-活動花絮,嘉義縣竹崎戶政事務所,嘉義縣政府,竹崎戶政事務所,,,12,108,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
935,嘉義縣水上戶政事務所-公佈欄-活動花絮,嘉義縣水上戶政事務所,嘉義縣政府,水上戶政事務所,,,9,123,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
936,嘉義縣大林地政事務所-員工專區-志工專區-活動花絮,嘉義縣大林地政事務所,嘉義縣政府,大林地政事務所,,,10,126,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
937,嘉義縣水上地政事務所-便民服務-表單下載及範例-表單下載,嘉義縣水上地政事務所,嘉義縣政府,水上地政事務所,,,9,110,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
938,嘉義縣民雄戶政事務所-法令規章-活動花絮.,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,9,105,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
939,嘉義縣民雄戶政事務所-國籍專區-活動花絮.,嘉義縣民雄戶政事務所,嘉義縣政府,民雄戶政事務所,,,10,101,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
940,嘉義縣政府-主題專區-性別主流化專區-相關連結,嘉義縣政府,嘉義縣政府,,,,16,102,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
941,嘉義縣政府經濟發展處-建物公安專區-最新消息,嘉義縣政府,嘉義縣政府,,,,12,111,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
942,嘉義縣政府經濟發展處-建物公安專區-表單下載,嘉義縣政府,嘉義縣政府,,,,11,110,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
943,嘉義縣政府經濟發展處-建物公安專區-公告,嘉義縣政府,嘉義縣政府,,,,10,104,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
944,嘉義縣政府經濟發展處-建物公安專區-相關網站,嘉義縣政府,嘉義縣政府,,,,6,84,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
945,嘉義縣政府經濟發展處-相關網站,嘉義縣政府,嘉義縣政府,,,,13,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
946,嘉義縣政府經濟發展處-業務項目-土壤液化專區-最新消息,嘉義縣政府,嘉義縣政府,,,,18,139,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
947,嘉義縣政府經濟發展處-業務項目-土壤液化專區-相關法令,嘉義縣政府,嘉義縣政府,,,,14,104,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
948,嘉義縣政府經濟發展處-業務項目-土壤液化專區-表單下載,嘉義縣政府,嘉義縣政府,,,,21,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
