編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
711,嘉義縣朴子地政事務所-公告資訊-機關公告-土地建物第一次登記公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,16,269,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
712,嘉義縣朴子地政事務所-公告資訊-機關公告-地籍清理公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,13,204,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
713,嘉義縣朴子地政事務所-公告資訊-機關公告-逾期未辦繼承公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,13,283,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
714,嘉義縣朴子地政事務所-公告資訊-機關公告-地價公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,22,172,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
715,嘉義縣朴子地政事務所-公告資訊-機關公告-其他公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,131,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
716,嘉義縣朴子地政事務所-公告資訊-廉政宣導,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,180,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
717,嘉義縣朴子地政事務所-員工專區-政風業務-宣導資料,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,13,181,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
718,嘉義縣朴子地政事務所-公告資訊-招標公告,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,227,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
719,嘉義縣朴子地政事務所-公告資訊-機關徵才,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
720,嘉義縣朴子地政事務所-公告資訊-WEB2.0專區-Youtube影音,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,154,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
721,嘉義縣朴子地政事務所-公告資訊-活動花絮,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
722,嘉義縣朴子地政事務所-國土計畫法專區,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,13,181,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
723,嘉義縣朴子地政事務所-便民服務-登記課業務-三類謄本新制,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,7,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
724,嘉義縣朴子地政事務所-便民服務-志工園地-榮譽榜,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,145,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
725,嘉義縣朴子地政事務所-便民服務-志工園地-志工活動花絮,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,134,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
726,嘉義縣朴子地政事務所-便民服務-友善連結,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
727,嘉義縣朴子地政事務所-民意交流-常見問答-登記類,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
728,嘉義縣朴子地政事務所-民意交流-常見問答-測量類,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
729,嘉義縣朴子地政事務所-民意交流-常見問答-地價類,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,14,168,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
730,嘉義縣朴子地政事務所-民意交流-常見問答-地用類,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,163,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
731,嘉義縣朴子地政事務所-民意交流-常見問答-其它類,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
732,嘉義縣朴子地政事務所-人民申請陳情案件,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,12,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
733,嘉義縣朴子地政事務所-民意交流-線上問卷-問卷回覆,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,19,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
734,嘉義縣朴子地政事務所-政府公開資訊-中央法規及地方自治法規,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,12,127,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
735,嘉義縣朴子地政事務所-政府公開資訊-解釋性規定及裁量基準,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,135,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
736,嘉義縣朴子地政事務所-政府公開資訊-行政指導文書,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,12,149,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
737,嘉義縣朴子地政事務所-政府公開資訊-施政計畫及業務統計,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,138,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
738,嘉義縣朴子地政事務所-政府公開資訊-預算與決算書,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
739,嘉義縣朴子地政事務所-政府公開資訊-個資保護專區,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,133,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
740,嘉義縣朴子地政事務所-政府公開資訊-公共工程與採購契約,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,15,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
741,嘉義縣朴子地政事務所-政府公開資訊-支付或接受補助,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
742,嘉義縣朴子地政事務所-政府公開資訊-合議制機關會議紀錄,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,146,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
743,嘉義縣朴子地政事務所-政府公開資訊-為民服務白皮書,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,177,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
744,嘉義縣朴子地政事務所-員工專區-綜合表單,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,8,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
745,嘉義縣朴子地政事務所-網站導覽,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
746,嘉義縣朴子地政事務所-便民服務-下載專區-各類申請書及範例,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,17,614,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
747,嘉義縣朴子地政事務所-行政規則,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,12,258,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
748,嘉義縣朴子地政事務所-公告資訊-法規新訊,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
749,嘉義縣朴子地政事務所-便民服務-檔案應用,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,141,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
750,嘉義縣朴子地政事務所-便民服務-登記課業務-未辦繼承,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,133,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
751,嘉義縣朴子地政事務所-祭祀公業,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,12,155,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
752,嘉義縣朴子地政事務所-測量申請案件申辦須知,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
753,嘉義縣朴子地政事務所-便民服務-測量課業務-地籍圖重測,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,14,146,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
754,嘉義縣朴子地政事務所-便民服務-地價課業務-實價登錄,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,18,226,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
755,嘉義縣朴子地政事務所-便民服務-地價課業務-地價分算,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,167,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
756,嘉義縣朴子地政事務所-公告資訊-地政輿情,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,16,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
757,嘉義縣朴子地政事務所-便民服務-網網相連,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
758,嘉義縣朴子地政事務所-員工專區-人事業務,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,10,143,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
759,嘉義縣朴子地政事務所-員工專區-政風業務-表單下載,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,9,142,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
760,嘉義縣朴子地政事務所-員工專區-政風業務-財產申報,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,11,136,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
761,嘉義縣朴子地政事務所-預留,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,14,166,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
762,嘉義縣朴子地政事務所-員工專區-其他表單,嘉義縣朴子地政事務所,嘉義縣政府,朴子地政事務所,,,15,137,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
763,嘉義縣朴子戶政事務所-首頁快速連結,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,9,132,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
764,嘉義縣朴子戶政事務所-民意交流-常見問答,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,10,198,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
765,嘉義縣朴子戶政事務所-便民服務-申辦項目,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,13,148,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
766,嘉義縣朴子戶政事務所-朴子線上預約服務,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
767,嘉義縣朴子戶政事務所-便民服務-檔案應用服務-閱覽申請書,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,12,146,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
768,嘉義縣朴子戶政事務所-便民服務-檔案應用服務-閱覽抄錄複製作業流程,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,9,127,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
769,嘉義縣朴子戶政事務所-便民服務-志工服務園地-志工園地,嘉義縣朴子戶政事務所,嘉義縣政府,朴子戶政事務所,,,9,129,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
